"label","feature_text"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹53,584 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 28 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 794243. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹1000 rozana. 100% legal and safe."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Rolls is calling! Order now for 20% off up to Rs.120."
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Anjali is picking up your order."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 88800 and 89034 are premium phone services call 08718711108"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Sorry I missed your call let's talk when you have the time. I'm on 07090201529"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹45,924 to Arjun successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX"
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹999."
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code CRICKET."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹2 rozana. 100% legal and safe."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 500.00 was debited from your account *535. Your available account balance is AED 1001.00"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Wif my family booking tour package."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Rohit: Lol, no way 😂😂"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹4,923 paid successfully to UBER. Ref No: 8231176474."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 16000.00 was credited to your account *535. Your available account balance is AED 16001.00"
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Pooja replied to your story: Haha so true"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 886708. Valid for 5 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | When are you going to ride your bike?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | No..he joined today itself."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 100.00 was debited from your account ****0535. Your available account balance is AED 320.54"
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 20% off on night orders. 🌙"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Pooja as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 4360."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 100000.00 was debited from your account *535. Your available account balance is AED 9630.53"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Burger is calling! Order now for 50% off up to Rs.999."
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 80% off your next 3 rides. Use code COMEBACK."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'College Group': Send the UPI number."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your IDFC FIRST credit card bill of ₹92,622 is due tomorrow. Pay now to avoid fees."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Chole Bhature is calling! Order now for 60% off up to Rs.120."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | She's borderline but yeah whatever."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹7,570 to CHAI POINT could not be processed due to bank server issue."
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Pooja mentioned you in #announcements: Meeting starting in 5 mins."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 585327. Valid for 5 mins."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 26 new notifications and 4 friend requests waiting."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Swati, is arriving in 2 mins in a white Innova (KA01AB5150)."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Dev Team': Lol, no way 😂😂"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
"BLOCK","[CATEGORY_UNKNOWN] | com.dream11.fantasy.cricket | Mega contest is LIVE! ₹5 Crore prize pool. Team banalo jaldi."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 500.00 was debited from your account ****0535. Your available account balance is AED 100.46"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.dating | ❤️ 51 girls are online near you. Tap to start video call."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | IndusInd: OTP for txn of INR 80,423.00 at SPOTIFY is 746400. Do not share this."
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Aisha, is arriving in 15 mins in a white Swift Dzire (KA01AB7566)."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Masala Dosa is out for delivery. Track it live on the map."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹74,000 paid successfully to SWIGGY. Ref No: 4640764863."
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 52% full! Clear junk files to free up space."
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy T-shirts under ₹999. Grab yours before sizes run out!"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 30% off your next 3 rides. Use code CRICKET."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹72,905 to BESCOM could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 670.00 was debited from your account *535. Your available account balance is AED 0.12"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for UBER of ₹65,828 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 75,802.00 has been credited to ICICI Bank Acct XX8949."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Went to ganesh dress shop"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ramen is calling! Order now for 70% off up to Rs.1499."
"BLOCK","[CATEGORY_SHOPPING] | com.myntra.android | End of Reason Sale! Flat 70% off on top brands + free delivery. 🛍️"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p"
"ALLOW","[CATEGORY_SOCIAL] | org.telegram.messenger | Anjali joined Telegram!"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Pizza is calling! Order now for 30% off up to Rs.49999."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹3,541 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Good night my dear.. Sleepwell&amp;Take care"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹91,839 to Deepa successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Sent me ur email id soon"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL"
"BLOCK","[CATEGORY_SHOPPING] | com.nykaa.android | Lipstick day! 💄 Free mini on orders above ₹299."
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 20% off your next 3 rides. Use code FESTIVE50."
"BLOCK","[CATEGORY_SHOPPING] | com.myntra.android | End of Reason Sale! Flat 50% off on top brands + free delivery. 🛍️"
"ALLOW","[CATEGORY_SOCIAL] | com.slack | @Siddharth mentioned you in #marketing: Build deployed successfully to staging."
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Manish sent a message: 'The production server is experiencing high latency.'"
"ALLOW","[CATEGORY_TRANSPORT] | com.ubercab | Your driver, Karan, is arriving in 1 mins in a white Indica (KA01AB1036)."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | <Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min"
"ALLOW","[CATEGORY_TRANSPORT] | in.rapido.passenger | Captain Rohit is on the way. Arriving in 13 mins."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 400.00 was debited from your account *535. Your available account balance is AED 580.02"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 17.75 was debited from your account *535. Your available account balance is AED 18.64"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹66,074 from Divya. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Yar... I tot u knew dis would happen long ago already."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹84,192 to Swati successful."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Laptop at just ₹49999. Sale ends tonight!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Biryani is out for delivery. Track it live on the map."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804"
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Canada PR approval letter raat tak mil jayega, final security deposit bhejo."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
"ALLOW","[CATEGORY_TRANSPORT] | com.olacabs.customer | Your ride is here! OTP to start is 2564."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 300.00 was debited from your account ****0535. Your available account balance is AED 147.15"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Delhi and chennai still silent."
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code FESTIVE50."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Payment failed! ₹63,757 to ZOMATO could not be processed due to bank server issue."
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹57,996 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹76,023 added to your PayZapp wallet!"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Biryani is calling! Order now for 60% off up to Rs.199."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Its ok..come to my home it vl nice to meet and v can chat.."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for FLIPKART of ₹78,707 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for OLA of ₹82,544 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP"
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Momos is out for delivery. Track it live on the map."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹500 Lakh in 5 minutes. No CIBIL required."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Student visa internal category me select ho gaye ho, bas processing amount bhejo."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | +123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Deepa: Good morning! 🌻"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for AMAZON of ₹79,372 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 1000.00 was debited from your account ****0535. Your available account balance is AED 900.00"
"ALLOW","[CATEGORY_FOOD] | com.application.zomato | Your Rolls is out for delivery. Track it live on the map."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹54,982 to Deepa successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.rummyculture | Rummy khelo aur jeeto ₹500 rozana. 100% legal and safe."
"BLOCK","[CATEGORY_SOCIAL] | com.facebook.katana | You have 88 new notifications and 3 friend requests waiting."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | Bank transfer of ₹69,934 to Suresh successful."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I told your number to gautham.."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Every monday..nxt week vl be completing.."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for NETFLIX of ₹43,149 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop"
"BLOCK","[CATEGORY_UNKNOWN] | com.cleaner.boost | Storage 3% full! Clear junk files to free up space."
"BLOCK","[CATEGORY_TRANSPORT] | com.ubercab | Plan your weekend getaway with Uber Rentals. Get 50% off on 12-hour packages."
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Kavya is picking up your order."
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.spam | 🎉 You won a lucky draw of ₹25,00,000! Click here to enter bank details."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Transaction of AED 16.00 debited from your a/c ****0535 at Amazon.ae Dubai AE. Avl Bal is AED 15873.43"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Ramen is calling! Order now for 80% off up to Rs.120."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Match time madness! 🏏 Free delivery on orders above ₹1499."
"ALLOW","[CATEGORY_SOCIAL] | com.instagram.android | Kavya replied to your story: Wow!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Shopping lor. Them raining mah hard 2 leave orchard."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | sorry brah, just finished the last of my exams, what up"
"BLOCK","[CATEGORY_UNKNOWN] | com.winzo.games | Play Free Fire tournaments and win real Paytm cash everyday."
"BLOCK","[CATEGORY_FOOD] | com.blinkit.app | Restock your fridge! 🥦 Fresh veggies delivered in 10 mins. Use code FREEDEL."
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 16000.00 was credited to your account ****0535. Your available account balance is AED 16050.07"
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Masala Dosa is calling! Order now for 50% off up to Rs.199."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 33,571.00 has been credited to ICICI Bank Acct XX0229."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dai &lt;#&gt; naal eruku."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Suresh is picking up your order."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Lipstick at just ₹150. Sale ends tonight!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Can you pls send me that company name. In saibaba colany"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get iPhone 14 at just ₹150. Sale ends tonight!"
"BLOCK","[CATEGORY_UNKNOWN] | com.unknown.loanapp | Urgent cash needed? Get up to ₹10 Lakh in 5 minutes. No CIBIL required."
"BLOCK","[CATEGORY_FOOD] | in.swiggy.android | Hungry? Masala Dosa is calling! Order now for 40% off up to Rs.150."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Haha, my friend tyler literally just asked if you could get him a dubsack"
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Samsung S23 at just ₹150. Sale ends tonight!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt; or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply."
"BLOCK","[CATEGORY_SHOPPING] | com.flipkart.android | BIG BILLION DAYS! 🔥 Get Smartwatch at just ₹999. Sale ends tonight!"
"ALLOW","[CATEGORY_FINANCE] | com.google.android.apps.messaging | Dear Customer, AED 3.00 was credited to your account ****0535. Your available account balance is AED 50.07"
"ALLOW","[CATEGORY_FOOD] | in.swiggy.android | Delivery partner assigned! Aisha is picking up your order."
"BLOCK","[CATEGORY_SHOPPING] | com.ril.ajio | Flash Sale: Trendy Perfume under ₹999. Grab yours before sizes run out!"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
"ALLOW","[CATEGORY_SOCIAL] | com.microsoft.teams | Arjun sent a message: 'Build deployed successfully to staging.'"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | 2/2 146tf150p"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Me sef dey laugh you. Meanwhile how's my darling anjie!"
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for OLA of ₹15,762 was successful."
"BLOCK","[CATEGORY_FRAUD] | com.google.android.apps.messaging | Pehle wali refused visa file ka refund tayyar hai, release charge bhejna hoga."
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | Dear Customer, your OTP for internet banking login is 349655. Valid for 5 mins."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | This is one of the days you have a billion classes, right?"
"ALLOW","[CATEGORY_FINANCE] | com.sbi.YONO | You have successfully added Arjun as a beneficiary. Cooling period of 4 hours active."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Received ₹22,450 from Divya. Tap to check your updated wallet balance."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SPOTIFY of ₹69,528 was successful."
"ALLOW","[CATEGORY_FINANCE] | com.dreamplug.androidapp | Reminder: Your HDFC credit card bill of ₹26,813 is due tomorrow. Pay now to avoid fees."
"ALLOW","[CATEGORY_FINANCE] | com.csam.icici.bank.imobile | Your Salary of INR 39,661.00 has been credited to ICICI Bank Acct XX5492."
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Y cant u try new invention to fly..i'm not joking.,"
"BLOCK","[CATEGORY_TRANSPORT] | com.olacabs.customer | Missed us? Here's 40% off your next 3 rides. Use code FESTIVE50."
"BLOCK","[CATEGORY_FOOD] | com.application.zomato | Midnight cravings? We are delivering! Flat 60% off on night orders. 🌙"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Not..tel software name.."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | I havent add Ì_ yet right.."
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹71,081 paid successfully to AMAZON. Ref No: 2441823443."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt"
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Weekend Trip': Khana kha liya?"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | He also knows about lunch menu only da. . I know"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹73,386 added to your PayZapp wallet!"
"ALLOW","[CATEGORY_FINANCE] | net.one97.paytm | ₹80,077 paid successfully to CHAI POINT. Ref No: 5020498295."
"ALLOW","[CATEGORY_FINANCE] | com.phonepe.app | Autopay for SWIGGY of ₹28,056 was successful."
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*"
"ALLOW","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | Ha ha ha good joke. Girls are situation seekers."
"ALLOW","[CATEGORY_SOCIAL] | com.whatsapp | Group 'Dev Team': Bhai, did you check the code changes yet?"
"BLOCK","[CATEGORY_UNKNOWN] | com.google.android.apps.messaging | You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
"ALLOW","[CATEGORY_FINANCE] | com.hdfcbank.payzapp | Cashback of ₹86,404 added to your PayZapp wallet!"
